CustomerID,Title,FirstName,MiddleName,LastName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
11010,NA,Jacquelyn,C,Suarez,7800 Corrinne Court,NA,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0169,1964-02-06,Bachelors ,Professional,F,S,0,1,0,0,81294
11011,NA,Curtis,NA,Lu,1224 Shoenic,NA,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0117,1963-11-04,Bachelors ,Professional,M,M,1,4,4,4,94029
11012,NA,Lauren,M,Walker,4785 Scott Street,NA,Bremerton,Washington,United States,98312,717-555-0164,1968-01-18,Bachelors ,Management,F,M,1,2,0,2,99245
11013,NA,Ian,M,Jenkins,7902 Hudson Ave.,NA,Lebanon,Oregon,United States,97355,817-555-0185,1968-08-06,Bachelors ,Management,M,M,1,3,0,2,115859
11014,NA,Sydney,NA,Bennett,9011 Tank Drive,NA,Redmond,Washington,United States,98052,431-555-0156,1968-05-09,Bachelors ,Management,F,S,0,3,0,3,105157
11015,NA,Chloe,NA,Young,244 Willow Pass Road,NA,Burbank,California,United States,91502,208-555-0142,1979-02-27,Partial College,Skilled Manual,F,S,0,1,0,0,40011
11016,NA,Wyatt,L,Hill,9666 Northridge Ct.,NA,Imperial Beach,California,United States,91932,135-555-0171,1979-04-28,Partial College,Skilled Manual,M,M,1,1,0,0,46808
11019,NA,Luke,L,Lal,7832 Landing Dr,NA,Langley,British Columbia,Canada,V3A 4R2,262-555-0112,1978-03-07,High School,Skilled Manual,M,S,0,2,0,0,49455
11020,NA,Jordan,C,King,7156 Rose Dr.,NA,Metchosin,British Columbia,Canada,V9,550-555-0163,1978-09-20,High School,Skilled Manual,M,S,0,2,0,0,43857
11023,NA,Seth,M,Edwards,4499 Valley Crest,NA,Bellflower,California,United States,90706,452-555-0188,1978-10-11,Partial College,Skilled Manual,M,M,1,1,0,0,50046
11024,NA,Russell,NA,Xie,8734 Oxford Place,NA,Concord,California,United States,94519,746-555-0186,1978-09-17,Partial College,Skilled Manual,M,M,1,2,0,0,91276
11025,NA,Alejandro,NA,Beck,2596 Franklin Canyon Road,NA,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0178,1945-12-23,Partial High School,Clerical,M,M,1,2,1,2,24334
11026,NA,Harold,NA,Sai,8211 Leeds Ct.,NA,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0131,1946-04-03,Partial College,Clerical,M,S,0,2,0,2,61905
11027,NA,Jessie,R,Zhao,213 Valencia Place,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0184,1946-12-07,Partial College,Clerical,M,M,1,2,0,2,49349
11028,NA,Jill,NA,Jimenez,9111 Rose Ann Ave,NA,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0116,1946-04-11,Partial College,Clerical,F,M,1,2,0,2,44068
11031,NA,Theresa,G,Ramos,6465 Detroit Ave.,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0195,1947-08-22,High School,Skilled Manual,F,M,1,2,0,4,18843
11032,NA,Denise,NA,Stone,626 Bentley Street,NA,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0169,1947-06-11,High School,Skilled Manual,F,M,1,2,0,4,15861
11033,NA,Jaime,NA,Nath,5927 Rainbow Dr,NA,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0137,1947-09-23,High School,Skilled Manual,M,M,1,2,0,4,35822
11034,NA,Ebony,NA,Gonzalez,5167 Condor Place,NA,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1947-06-19,High School,Skilled Manual,F,M,1,2,0,4,29017
11035,NA,Wendy,NA,Dominguez,1873 Mt. Whitney Dr,NA,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0177,1948-02-24,Partial High School,Clerical,F,M,1,2,1,2,11721
11036,NA,Jennifer,C,Russell,3981 Augustine Drive,NA,National City,California,United States,91950,115-555-0183,1978-12-18,Partial College,Skilled Manual,F,M,1,2,0,0,84890
11037,NA,Chloe,M,Garcia,8915 Woodside Way,NA,Cliffside,British Columbia,Canada,V8Y 1L1,229-555-0112,1977-11-27,Partial High School,Clerical,F,S,0,2,0,0,48651
11040,NA,Jesse,NA,Murphy,3350 Kingswood Circle,NA,Tacoma,Washington,United States,98403,961-555-0176,1977-08-01,Partial College,Skilled Manual,M,M,1,2,0,0,56248
11042,NA,Megan,J,Sanchez,1397 Paraiso Ct.,NA,Los Angeles,California,United States,90012,404-555-0199,1977-06-13,Partial College,Skilled Manual,F,M,1,2,0,0,70623
11043,NA,Nathan,M,Simmons,1170 Shaw Rd,NA,Glendale,California,United States,91203,296-555-0181,1976-02-24,Partial College,Skilled Manual,M,M,1,2,0,0,78150
11044,NA,Adam,L,Flores,6935 Candle Dr,NA,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0163,1949-05-24,Partial High School,Clerical,M,M,1,2,1,2,24007
11045,NA,Leonard,G,Nara,7466 La Vista Ave.,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0151,1950-05-19,High School,Skilled Manual,M,S,0,2,0,3,51472
11046,NA,Christine,NA,Yuan,2356 Orange St,NA,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,1950-03-22,High School,Skilled Manual,F,M,1,2,0,3,50798
11047,NA,Jaclyn,D,Lu,2812 Mazatlan,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,1950-02-27,High School,Skilled Manual,F,M,0,2,0,3,42738
11049,NA,Carol,C,Rai,6064 Madrid,NA,Chula Vista,California,United States,91910,654-555-0180,1980-07-18,Partial High School,Clerical,F,S,1,2,0,0,48422
11050,NA,Alan,NA,Zheng,2741 Gainborough Dr.,NA,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0135,1951-09-07,High School,Skilled Manual,M,M,1,2,0,3,58585
11051,NA,Daniel,NA,Johnson,8085 Sunnyvale Avenue,NA,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0155,1951-08-04,High School,Skilled Manual,M,S,0,2,0,3,45982
11052,NA,Heidi,NA,Lopez,2514 Via Cordona,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0168,1951-08-07,Partial College,Clerical,F,S,0,2,0,2,50790
11053,NA,Ana,E,Price,1660 Stonyhill Circle,NA,San Diego,California,United States,92102,859-555-0113,1980-08-20,Partial College,Skilled Manual,F,M,0,2,0,0,91599
11054,NA,Deanna,NA,Munoz,5825 B Way,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0192,1952-03-10,Partial College,Skilled Manual,F,M,1,2,0,2,50018
11055,NA,Gilbert,NA,Raje,8811 The Trees Dr.,NA,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,1952-03-05,Partial College,Skilled Manual,M,M,1,2,0,2,53459
11056,NA,Michele,L,Nath,5464 Janin Pl.,NA,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,1953-04-03,Partial College,Skilled Manual,F,M,1,2,0,3,38588
11057,NA,Carl,J,Andersen,6930 Lake Nadine Place,NA,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0181,1953-10-12,Graduate Degree,Management,M,M,1,2,0,2,119540
11058,NA,Marc,NA,Diaz,6645 Sinaloa,NA,Findon,South Australia,Australia,5023,1 (11) 500 555-0149,1954-04-27,Partial College,Skilled Manual,M,M,1,2,0,2,119982
11059,NA,Ashlee,J,Andersen,8255 Highland Road,NA,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,1954-04-01,Partial College,Skilled Manual,F,S,1,2,0,2,86953
11060,NA,Jon,L,Zhou,6574 Hemlock Ave.,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0174,1954-03-17,Partial College,Skilled Manual,M,M,1,2,0,2,116368
11061,NA,Todd,M,Gao,8808 Geneva Ave,NA,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,1954-02-27,Partial College,Skilled Manual,M,M,1,2,0,2,110712
11062,NA,Noah,D,Powell,9794 Marion Ct,NA,Portland,Oregon,United States,97205,767-555-0113,1975-09-02,High School,Skilled Manual,M,M,1,2,0,0,52145
11063,NA,Angela,NA,Murphy,4927 Virgil Street,NA,Redmond,Washington,United States,98052,451-555-0162,1975-04-07,High School,Skilled Manual,F,S,1,2,0,0,49609
11064,NA,Chase,NA,Reed,2721 Alexander Pl.,NA,Downey,California,United States,90241,892-555-0184,1975-12-07,High School,Skilled Manual,M,M,1,2,0,0,58306
11065,NA,Jessica,NA,Henderson,9343 Ironwood Way,NA,La Jolla,California,United States,92806,278-555-0186,1973-10-09,Partial College,Skilled Manual,F,M,0,2,0,0,73388
11066,NA,Grace,T,Butler,4739 Garden Ave.,NA,Lebanon,Oregon,United States,97355,712-555-0141,1973-11-27,Partial College,Professional,F,M,1,2,0,0,61686
11067,NA,Caleb,F,Carter,9563 Pennsylvania Blvd.,NA,Port Orchard,Washington,United States,98366,944-555-0167,1976-09-25,Partial College,Professional,M,S,1,2,0,0,96049
11070,NA,Willie,T,Raji,6260 Vernal Drive,NA,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,1955-04-05,High School,Skilled Manual,M,M,1,2,0,2,109883
11071,NA,Linda,NA,Serrano,9808 Shaw Rd.,NA,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,1955-06-26,High School,Skilled Manual,F,S,1,2,0,2,106718
11072,NA,Casey,NA,Luo,9513 Roslyn Drive,NA,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,1955-02-06,High School,Skilled Manual,F,S,0,2,0,2,97646
11073,NA,Amy,NA,Ye,2262 Kirkwood Ct.,NA,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,1956-08-14,High School,Skilled Manual,F,S,1,2,0,2,58916
11074,NA,Levi,A,Arun,4661 Bluetail,NA,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,1956-08-28,High School,Skilled Manual,M,S,1,2,0,2,93934
11075,NA,Felicia,L,Jimenez,786 Eastgate Ave,NA,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,1957-11-16,High School,Professional,F,S,1,2,0,2,99137
11076,NA,Blake,NA,Anderson,5436 Clear,NA,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,1957-07-13,High School,Professional,M,S,1,2,0,2,112044
11077,NA,Leah,NA,Ye,1291 Arguello Blvd.,NA,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,1957-09-19,High School,Professional,F,S,0,2,0,2,108728
11078,NA,Gina,E,Martin,1349 Sol St.,NA,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,1974-01-10,High School,Professional,F,S,0,2,0,0,49084
11079,NA,Donald,NA,Gonzalez,4236 Malibu Place,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,1959-03-11,Graduate Degree,Management,M,S,1,2,0,0,172444
11080,NA,Damien,NA,Chander,9941 Stonehedge Dr.,NA,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,1959-07-17,Graduate Degree,Management,M,M,1,2,0,0,181590
11081,NA,Savannah,C,Baker,1210 Trafalgar Circle,NA,Concord,California,United States,94519,478-555-0117,1966-07-24,Bachelors ,Management,F,M,1,3,2,2,148109
11082,NA,Angela,L,Butler,6040 Listing Ct,NA,Fremont,California,United States,94536,579-555-0195,1966-08-04,Graduate Degree,Management,F,S,0,3,1,1,149717
11083,NA,Alyssa,F,Cox,867 La Orinda Place,NA,Lincoln Acres,California,United States,91950,561-555-0140,1966-03-15,Graduate Degree,Management,F,M,1,3,1,1,163913
11085,NA,Emily,NA,Johnson,7926 Stephanie Way,NA,Newport Beach,California,United States,92625,850-555-0184,1957-07-19,High School,Professional,F,S,0,2,0,2,66900
11086,NA,Ryan,NA,Brown,2939 Wesley Ct.,NA,Santa Monica,California,United States,90401,539-555-0198,1957-12-23,Partial College,Professional,M,M,1,0,1,2,97834
11088,NA,Hunter,NA,Davis,4308 Sand Pointe Lane,NA,San Diego,California,United States,92102,612-555-0141,1957-11-25,Bachelors ,Management,M,M,1,0,1,2,129910
11089,NA,Abigail,M,Price,2685 Blackburn Ct,NA,Long Beach,California,United States,90802,532-555-0117,1957-02-05,Bachelors ,Management,F,S,1,1,1,2,91729
11090,NA,Trevor,NA,Bryant,5781 Sharon Dr.,NA,Los Angeles,California,United States,90012,853-555-0174,1957-12-17,Partial College,Professional,M,S,1,1,0,2,113883
11091,NA,Dalton,NA,Perez,6083 San Jose,NA,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,1957-04-04,Partial College,Professional,M,M,1,1,0,2,112820
11093,NA,Aimee,A,He,1833 Olympic Drive,NA,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,1967-09-10,Graduate Degree,Management,F,M,1,0,0,0,106839
11094,NA,Cedric,W,Ma,3407 Oak Brook Place,NA,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,1962-04-01,Partial College,Skilled Manual,M,S,0,1,0,1,88887
11095,NA,Chad,NA,Kumar,1681 Lighthouse Way,NA,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,1962-09-01,Partial College,Skilled Manual,M,S,1,1,0,1,108740
11096,NA,Andrés,NA,Anand,5423 Los Gatos Ct.,NA,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,1962-08-10,Bachelors ,Professional,M,M,1,1,0,1,106971
11097,NA,Edwin,R,Nara,719 William Way,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,1961-10-27,Partial College,Skilled Manual,M,M,1,1,0,1,98519
11098,NA,Mallory,S,Rubio,6452 Harris Circle,NA,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,1961-05-01,Partial College,Skilled Manual,F,S,0,1,0,1,82707
11099,NA,Adam,NA,Ross,4378 Westminster Place,NA,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1961-03-08,Bachelors ,Professional,M,M,1,1,0,1,103866
11100,NA,Latasha,L,Navarro,6954 Ranch Road,NA,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,1960-09-15,Partial College,Skilled Manual,F,S,1,1,0,1,66520
11101,NA,Abby,L,Sai,7074 N. Spoonwood Court,NA,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1965-05-08,Bachelors ,Professional,F,S,0,1,0,0,75270
11102,NA,Julia,L,Nelson,2196 Coat Ct.,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,1965-04-21,Bachelors ,Professional,F,S,1,4,5,5,95167
11103,NA,Cassie,NA,Chande,9448 San Marino Ct.,NA,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,1964-10-17,Bachelors ,Professional,F,S,1,1,0,0,85087
11104,NA,Edgar,A,Sara,6127 Lilly Lane,NA,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,1964-03-11,Bachelors ,Professional,M,M,0,1,0,0,102445
11105,NA,Candace,NA,Fernandez,5029 Blue Ridge,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,1964-12-28,Bachelors ,Professional,F,S,0,1,0,0,88445
11106,NA,Jessie,NA,Liu,3063 Blue Jay Drive,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,1964-09-11,Bachelors ,Professional,M,S,0,1,0,0,97782
11107,NA,Bianca,NA,Lin,7530 Eola,NA,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,1959-09-09,Bachelors ,Professional,F,M,1,1,0,1,117317
11109,NA,Ruben,D,Kapoor,1984 Glendale Circle,NA,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,1963-11-05,Bachelors ,Professional,M,S,0,2,0,0,106891
11110,NA,Curtis,NA,Yang,4052 Mt. Wilson Way,NA,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,1962-06-06,Partial College,Skilled Manual,M,M,1,1,0,1,77012
11111,NA,Meredith,T,Gutierrez,7610 Northridge Ct.,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,1962-02-23,Partial College,Skilled Manual,F,M,1,1,0,1,62702
11112,NA,Crystal,C,Wang,2773 Kirkwood Dr,NA,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,1962-09-09,Partial College,Skilled Manual,F,M,1,1,0,1,73151
11113,NA,Micheal,A,Blanco,596 Marfargoa Drive,NA,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,1962-02-21,Bachelors ,Professional,M,M,1,2,4,5,104220
11115,NA,Alvin,D,Cai,7759 Azalea Avenue,NA,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,1962-02-12,Partial College,Skilled Manual,M,M,1,2,4,5,93330
11116,NA,Clinton,E,Carlson,7943 Cunha Ct.,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,1962-10-07,Partial College,Skilled Manual,M,M,1,2,4,5,86770
11117,NA,April,NA,Deng,485 Ash Lane,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,1961-02-21,Partial College,Skilled Manual,F,M,1,3,4,5,73276
11119,NA,Evan,V,James,4157 Sierra Ridge,NA,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,1935-04-10,Partial College,Clerical,M,S,0,2,0,2,51078
11120,NA,Beth,H,Jiménez,7401 Las Palmas,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,1936-08-09,Bachelors ,Management,F,S,1,1,0,2,52280
11122,NA,Byron,NA,Vazquez,3187 Hackamore Lane,NA,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1960-04-02,Partial College,Skilled Manual,M,M,1,3,4,5,88615
11123,NA,Philip,A,Alvarez,2775 Mt. Olivet Pl.,NA,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,1960-06-20,Partial College,Skilled Manual,M,M,1,3,4,5,102114
11124,NA,Ross,F,Jordan,6973 Dublin Court,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,1957-07-27,Partial College,Skilled Manual,M,S,1,1,0,1,106875
11125,NA,Dana,J,Navarro,8481 Zartop Street,NA,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,1956-04-08,Partial College,Skilled Manual,F,S,1,1,0,1,65730
11126,NA,Shaun,NA,Carson,57 Wolf Way,NA,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,1949-04-07,High School,Skilled Manual,M,M,0,2,1,2,32857
11127,NA,Jan,NA,Edwards,9409 The Alameda,NA,San Gabriel,California,United States,91776,111-555-0118,1975-10-21,High School,Skilled Manual,F,M,1,1,0,0,46078
11129,NA,Julia,M,Wright,7397 Central Blvd.,NA,Sedro Woolley,Washington,United States,98284,456-555-0174,1975-08-05,High School,Skilled Manual,F,S,1,1,0,0,32122
11130,NA,Caroline,L,Russell,3884 Bates Court,NA,Lebanon,Oregon,United States,97355,424-555-0137,1980-01-06,High School,Skilled Manual,F,M,1,2,0,0,34879
11131,NA,Amanda,NA,Rivera,9573 Royal Oak Rd.,NA,Haney,British Columbia,Canada,V2W 1W2,918-555-0126,1980-03-12,High School,Skilled Manual,F,M,0,2,0,0,39266
11132,NA,Melissa,E,Richardson,6832 Fruitwood Dr,NA,Langford,British Columbia,Canada,V9,928-555-0118,1980-10-26,High School,Skilled Manual,F,S,0,2,0,0,44139
11133,NA,Angela,NA,Griffin,3828 Baltic Sea Ct,NA,Lake Oswego,Oregon,United States,97034,598-555-0174,1980-09-08,Partial High School,Clerical,F,S,0,2,0,0,37010
11134,NA,Larry,D,Townsend,7034 Carson,NA,Perth,South Australia,Australia,6006,1 (11) 500 555-0130,1946-02-26,High School,Skilled Manual,M,S,1,2,0,5,26209
11135,NA,Marcus,L,Harris,9068 Quiet Place Drive,NA,Burlingame,California,United States,94010,442-555-0119,1979-11-03,Partial High School,Clerical,M,S,0,2,0,0,64613
11136,NA,Brianna,D,Morgan,9005 Eagle Ct.,NA,Metchosin,British Columbia,Canada,V9,954-555-0117,1978-10-26,High School,Skilled Manual,F,S,0,2,0,0,38527
11137,NA,Jasmine,A,Taylor,2457 Matterhorn Court,NA,Spokane,Washington,United States,99202,557-555-0146,1978-07-20,High School,Skilled Manual,F,M,1,2,0,0,42811
11138,NA,Lauren,NA,Davis,8105 Pembrook Court,NA,Glendale,California,United States,91203,832-555-0121,1978-09-15,High School,Skilled Manual,F,M,0,2,0,0,48772
11139,NA,Tanya,NA,Moreno,6155 Wilbur Drive,NA,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0185,1938-11-09,Partial College,Clerical,F,S,0,2,0,2,27610
11140,NA,Javier,L,Alvarez,8935 Etcheverry Dr.,NA,Burbank,California,United States,91502,763-555-0134,1977-02-11,Partial High School,Clerical,M,S,0,2,0,0,64633
11141,NA,Nicole,NA,Ramirez,1101 C Street,NA,Daly City,California,United States,94015,152-555-0162,1977-06-21,High School,Skilled Manual,F,M,0,2,0,0,32916
11142,NA,Eduardo,NA,Patterson,6255 Macalvey Dr.,NA,Langford,British Columbia,Canada,V9,190-555-0184,1977-08-14,High School,Skilled Manual,M,S,0,2,0,0,63488
11144,NA,Edward,NA,Hernandez,7607 Pine Hollow Road,NA,Ballard,Washington,United States,98107,178-555-0196,1979-09-09,High School,Skilled Manual,M,S,0,2,0,0,54938
11145,NA,Jasmine,L,Coleman,1961 Oak Grove Road,NA,Beaverton,Oregon,United States,97005,857-555-0115,1979-12-08,High School,Skilled Manual,F,S,0,2,0,0,29691
11146,NA,Karla,L,Goel,3272 Corrie Lane,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0137,1939-08-26,Bachelors ,Management,F,S,1,2,0,2,66934
11147,NA,Ernest,L,Wu,1832 RiverRock Dr,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,1939-02-05,Graduate Degree,Management,M,M,1,1,0,2,124211
11148,NA,Ross,NA,Vazquez,1201 Paso Del Rio Way,NA,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0163,1941-08-16,Bachelors ,Management,M,M,1,2,0,2,63251
11149,NA,Theodore,NA,Gill,9120 Pinewood Court,NA,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0194,1941-04-20,Bachelors ,Management,M,M,1,2,0,2,82448
11150,NA,Russell,M,Shen,4755 Easley Drive,NA,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,1941-03-15,Bachelors ,Management,M,S,1,2,0,2,77855
11151,NA,Melinda,G,Gill,805 Rainier Dr.,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0117,1942-02-25,Graduate Degree,Management,F,S,0,1,0,2,94385
11152,NA,James,J,Williams,6827 Seagull Court,NA,Puyallup,Washington,United States,98371,355-555-0153,1976-01-10,High School,Skilled Manual,M,S,1,2,0,0,62553
11153,NA,Angela,R,James,8877 Weatherly Drive,NA,Renton,Washington,United States,98055,847-555-0111,1976-06-23,High School,Skilled Manual,F,M,1,2,0,0,37229
11154,NA,Megan,G,Walker,6898 Holiday Hills,NA,Woodburn,Oregon,United States,97071,918-555-0186,1976-08-21,Partial College,Skilled Manual,F,S,1,1,0,0,33375
11155,NA,Hunter,J,Robinson,8356 Mori Court,NA,Burbank,California,United States,91502,891-555-0125,1976-01-26,Partial College,Skilled Manual,M,S,0,1,0,0,60713
11157,NA,Hannah,E,Long,1832 Preston Ct.,NA,Tacoma,Washington,United States,98403,974-555-0177,1975-06-11,High School,Skilled Manual,F,M,1,2,0,0,45639
11158,NA,Jason,K,Wright,6771 Bundros Court,NA,San Gabriel,California,United States,91776,694-555-0176,1975-10-08,High School,Skilled Manual,M,S,1,2,0,0,57274
11159,NA,Brianna,A,Hughes,6793 Bonifacio St.,NA,Woodland Hills,California,United States,91364,319-555-0183,1975-09-17,High School,Skilled Manual,F,S,0,2,0,0,32033
11160,NA,Maurice,M,Tang,2886 Chaparral Court,NA,Concord,California,United States,94519,947-555-0172,1974-01-08,Partial College,Skilled Manual,M,S,0,1,0,0,54434
11161,NA,Emily,NA,Wood,1562 Black Walnut,NA,Concord,California,United States,94519,184-555-0114,1974-04-22,Partial College,Skilled Manual,F,S,0,1,0,0,46024
11163,NA,Gabriel,NA,Wang,8002 Crane Court,NA,Spring Valley,California,United States,91977,617-555-0150,1974-12-20,Partial College,Skilled Manual,M,M,1,1,0,0,56829
11164,NA,Devin,NA,Brooks,4231 Highland Dr.,NA,Torrance,California,United States,90505,502-555-0138,1974-05-05,Partial College,Skilled Manual,M,S,0,1,0,0,48946
11165,NA,Jocelyn,NA,Alexander,3376 Bank Way,NA,Oakland,California,United States,94611,354-555-0134,1973-07-18,Partial College,Skilled Manual,F,M,0,1,0,0,89154
11166,NA,Ashley,NA,Martinez,6993 Whyte Park Ave.,NA,Olympia,Washington,United States,98501,131-555-0194,1972-04-24,Partial College,Skilled Manual,F,S,0,2,0,0,70041
11169,NA,Bryce,NA,Richardson,1841 Blackwood Drive,NA,Coronado,California,United States,92118,178-555-0176,1968-06-22,Bachelors ,Management,M,M,1,1,4,4,116323
11170,NA,Carol,T,Howard,6281 Edward Ave,NA,Burien,Washington,United States,98168,845-555-0127,1968-02-05,Bachelors ,Management,F,M,1,1,4,4,104668
11171,NA,Jonathan,E,Hill,3731 Chinquapin Ct,NA,Woodland Hills,California,United States,91364,134-555-0196,1967-10-09,Bachelors ,Management,M,S,1,2,0,1,128776
